id,titulo,tipo,genero,ano,rating,duracion,plataforma,idioma,pais,director,clasificacion,votos,presupuesto,ingresos,ganancias,actor_principal,estudio,fecha_estreno,sinopsis
103,La milla de código (1972),Película,"Documental, Romance",1972,5.0,121,"Disney+, Netflix",Portugués,Japón,Denis Villeneuve,R,352609,159.7,94.0,-65.7,Meryl Streep,Netflix Studio,1972-09-07,Un oscuro thriller policial que te mantendrá al filo de tu asiento.
104,El Padrino del código Vol. 3,Película,Fantasía,1998,7.6,117,"Prime Video, HBO Max",Inglés,España,Denis Villeneuve,PG-13,904324,232.3,270.3,38.0,Brad Pitt,Marvel Studios,1998-05-25,Una emocionante aventura donde el destino de la humanidad pende de un hilo.
105,Los señores del algoritmo (1985),Serie,"Crimen, Drama, Documental",1985,7.3,52,Prime Video,Portugués,México,James Cameron,R,2344332,27.3,60.8,33.5,Matthew McConaughey,Walt Disney Studios,1985-04-12,Un misterio escalofriante que desvela secretos familiares ocultos.
106,Pandas salvajes Vol. 4,Película,C.Ficción,2015,8.6,80,"Disney+, HBO Max",Español,Reino Unido,James Cameron,NC-17,1359051,33.1,147.6,114.5,Natalie Portman,Walt Disney Studios,2015-10-02,Un viaje fantástico a través de dimensiones inexploradas del universo.
107,El secreto de los datos Vol. 3,Serie,Aventura,1971,9.8,57,"HBO Max, Apple TV+",Portugués,Francia,Denis Villeneuve,NC-17,1005898,40.4,33.9,-6.5,Leonardo DiCaprio,A24,1971-09-03,Una comedia hilarante sobre las complejidades de la vida cotidiana.
108,El rey algoritmo Vol. 3,Película,"Comedia, C.Ficción, Drama",1972,6.9,80,HBO Max,Alemán,Reino Unido,Denis Villeneuve,G,474102,35.4,18.7,-16.7,Leonardo DiCaprio,A24,1972-08-22,Una emocionante aventura donde el destino de la humanidad pende de un hilo.
109,Titanic: Bug Hundido (1980),Película,"Comedia, Aventura, Acción",1980,5.8,154,Prime Video,Alemán,Reino Unido,Quentin Tarantino,NC-17,196152,166.5,66.7,-99.8,Natalie Portman,Walt Disney Studios,1980-09-05,Un oscuro thriller policial que te mantendrá al filo de tu asiento.
110,En busca del commit perdido Vol. 2,Serie,"C.Ficción, Suspenso",1998,6.2,34,"Disney+, Prime Video",Inglés,México,Martin Scorsese,PG,2227059,64.4,248.7,184.3,Scarlett Johansson,Columbia Pictures,1998-06-21,Un viaje fantástico a través de dimensiones inexploradas del universo.
111,Matrix Reloaded in Python (2016),Película,"Aventura, Crimen, Documental",2016,5.9,109,"Netflix, Apple TV+",Español,Japón,Quentin Tarantino,PG-13,2474452,213.7,427.7,214.0,Meryl Streep,A24,2016-07-13,Un viaje fantástico a través de dimensiones inexploradas del universo.
112,El rey algoritmo (2004),Película,"Documental, Fantasía",2004,9.5,203,Prime Video,Inglés,España,Hayao Miyazaki,R,501636,86.4,326.6,240.2,Matthew McConaughey,Marvel Studios,2004-04-02,Un misterio escalofriante que desvela secretos familiares ocultos.
113,El silencio de los compiladores (2016),Serie,"Comedia, Crimen, Acción",2016,5.3,49,HBO Max,Francés,Francia,Hayao Miyazaki,PG-13,2100198,83.9,99.8,15.9,Robert Downey Jr.,A24,2016-03-17,Una comedia hilarante sobre las complejidades de la vida cotidiana.
114,La casa de código Vol. 2,Película,"Comedia, Crimen, Terror",2005,9.3,138,"Prime Video, Disney+",Inglés,México,Martin Scorsese,R,1420059,49.5,147.8,98.3,Christian Bale,A24,2005-11-22,Un oscuro thriller policial que te mantendrá al filo de tu asiento.
115,En busca del commit perdido Vol. 1,Película,Comedia,1989,6.7,189,"Apple TV+, Netflix",Español,Canadá,Martin Scorsese,PG-13,2034171,21.3,20.4,-0.9,Tom Hanks,Columbia Pictures,1989-12-27,Una emocionante aventura donde el destino de la humanidad pende de un hilo.
116,Titanic: Bug Hundido (2010),Película,"Suspenso, Drama, Crimen",2010,9.5,169,"HBO Max, Apple TV+",Español,Francia,Quentin Tarantino,R,31263,80.0,116.8,36.8,Christian Bale,Columbia Pictures,2010-02-07,Un viaje fantástico a través de dimensiones inexploradas del universo.
117,El Resplandor del Monitor (2014),Serie,"Aventura, Crimen",2014,7.5,27,"Apple TV+, Netflix",Portugués,Japón,Hayao Miyazaki,NC-17,1402442,159.0,55.6,-103.4,Tom Hanks,Walt Disney Studios,2014-07-26,Un drama conmovedor que explora los límites de la mente y la tecnología.
118,Crónicas de Git Vol. 2,Serie,C.Ficción,1977,2.8,24,"Apple TV+, Prime Video",Inglés,Japón,Quentin Tarantino,R,412725,34.2,113.8,79.6,Christian Bale,Universal Pictures,1977-01-07,Una emocionante aventura donde el destino de la humanidad pende de un hilo.
119,La teoría de las bases de datos (2021),Película,"Suspenso, C.Ficción, Terror",2021,5.8,196,"HBO Max, Prime Video",Inglés,Canadá,Denis Villeneuve,R,914020,115.6,328.7,213.1,Meryl Streep,Marvel Studios,2021-01-21,Un viaje fantástico a través de dimensiones inexploradas del universo.
120,Interstellar II Vol. 2,Película,"Terror, Documental, Acción",2025,9.2,172,"Disney+, Prime Video",Alemán,Francia,Denis Villeneuve,PG,899166,223.4,322.2,98.8,Natalie Portman,Columbia Pictures,2025-09-22,Una comedia hilarante sobre las complejidades de la vida cotidiana.
121,SQL: El Imperio Contraataca Vol. 2,Serie,"Terror, Aventura",1982,7.5,26,Apple TV+,Español,Japón,Denis Villeneuve,NC-17,191250,26.3,39.9,13.6,Matthew McConaughey,A24,1982-05-26,Un viaje fantástico a través de dimensiones inexploradas del universo.
122,La terminal de los secretos Vol. 4,Película,Aventura,1971,6.7,84,Disney+,Inglés,Canadá,James Cameron,G,621419,124.9,339.1,214.2,Robert Downey Jr.,A24,1971-10-05,Una comedia hilarante sobre las complejidades de la vida cotidiana.
123,Inception: Loop Infinito (1981),Película,Comedia,1981,6.9,120,Netflix,Francés,México,James Cameron,R,257224,62.9,199.6,136.7,Brad Pitt,A24,1981-10-10,Un análisis profundo del impacto social e histórico de las grandes eras.
124,Código de honor Vol. 4,Película,Terror,1991,8.7,155,"Apple TV+, HBO Max",Portugués,México,Hayao Miyazaki,R,1589545,161.2,707.0,545.8,Matthew McConaughey,Warner Bros.,1991-01-06,Un misterio escalofriante que desvela secretos familiares ocultos.
125,Batman: El programador de la noche (1990),Serie,"Aventura, Romance",1990,8.5,47,Apple TV+,Alemán,España,James Cameron,R,1382395,138.7,151.2,12.5,Robert Downey Jr.,Walt Disney Studios,1990-01-12,Un oscuro thriller policial que te mantendrá al filo de tu asiento.
126,Avatar: Renderizado Vol. 2,Serie,"Fantasía, Documental",1975,8.2,39,"Netflix, Apple TV+",Francés,México,Christopher Nolan,PG,2024434,227.5,729.6,502.1,Robert Downey Jr.,Marvel Studios,1975-12-04,Una emocionante aventura donde el destino de la humanidad pende de un hilo.
127,Crónicas de Git (1985),Película,"Terror, Romance, Suspenso",1985,7.4,165,"Disney+, HBO Max",Español,Reino Unido,Quentin Tarantino,PG,1755640,151.7,531.2,379.5,Matthew McConaughey,Warner Bros.,1985-01-25,Un drama conmovedor que explora los límites de la mente y la tecnología.
128,El precio del servidor (1975),Serie,Aventura,1975,5.4,57,"Disney+, Apple TV+",Español,Francia,Christopher Nolan,PG-13,1469601,167.1,74.9,-92.2,Robert Downey Jr.,Universal Pictures,1975-08-05,Un oscuro thriller policial que te mantendrá al filo de tu asiento.
129,Código de honor Vol. 2,Serie,C.Ficción,1982,7.4,20,"Prime Video, Apple TV+",Portugués,Canadá,Steven Spielberg,NC-17,705338,148.6,202.3,53.7,Christian Bale,Netflix Studio,1982-05-01,Una emocionante aventura donde el destino de la humanidad pende de un hilo.
130,El Padrino del código Vol. 2,Película,"Romance, Acción, Aventura",1975,7.8,143,Prime Video,Portugués,Japón,Guillermo del Toro,G,244160,161.1,82.1,-79.0,Tom Hanks,Walt Disney Studios,1975-03-23,Un viaje fantástico a través de dimensiones inexploradas del universo.
131,El Heatmap del Destino Vol. 3,Película,"C.Ficción, Drama",1970,6.8,129,Apple TV+,Inglés,USA,James Cameron,NC-17,305912,147.3,438.2,290.9,Christian Bale,Netflix Studio,1970-10-04,Un drama conmovedor que explora los límites de la mente y la tecnología.
132,Inception: Loop Infinito Vol. 1,Película,Aventura,2022,4.5,209,Disney+,Alemán,Japón,Steven Spielberg,PG,1679867,43.8,129.4,85.6,Meryl Streep,Columbia Pictures,2022-01-05,Una emocionante aventura donde el destino de la humanidad pende de un hilo.
133,El Heatmap del Destino Vol. 4,Película,"Terror, Suspenso, C.Ficción",1973,8.4,210,"Apple TV+, Prime Video",Francés,Francia,James Cameron,R,2099028,104.3,126.0,21.7,Scarlett Johansson,A24,1973-03-03,Un oscuro thriller policial que te mantendrá al filo de tu asiento.
134,La milla de código Vol. 3,Película,Terror,1995,6.3,177,"Disney+, HBO Max",Español,Francia,Hayao Miyazaki,G,1128388,103.0,65.2,-37.8,Natalie Portman,Marvel Studios,1995-01-11,Un oscuro thriller policial que te mantendrá al filo de tu asiento.
135,La vida en la nube Vol. 4,Película,"Romance, Crimen",2026,7.1,111,"Apple TV+, HBO Max",Alemán,Japón,Guillermo del Toro,NC-17,1450664,240.1,371.2,131.1,Brad Pitt,Marvel Studios,2026-10-06,Una emocionante aventura donde el destino de la humanidad pende de un hilo.
136,Cazadores de código (2026),Serie,Acción,2026,6.8,37,Apple TV+,Español,México,Quentin Tarantino,PG-13,126405,152.8,377.0,224.2,Scarlett Johansson,Paramount Pictures,2026-10-21,Un análisis profundo del impacto social e histórico de las grandes eras.
137,Crónicas de Git (1975),Película,"Acción, Comedia",1975,8.8,105,"Netflix, Prime Video",Inglés,Canadá,Steven Spielberg,PG-13,1371008,86.1,348.1,262.0,Scarlett Johansson,Walt Disney Studios,1975-03-15,Una comedia hilarante sobre las complejidades de la vida cotidiana.
138,Cazadores de código (2025),Serie,Comedia,2025,6.9,42,Netflix,Inglés,Reino Unido,Quentin Tarantino,PG-13,1665277,61.4,177.3,115.9,Brad Pitt,Netflix Studio,2025-11-27,Un análisis profundo del impacto social e histórico de las grandes eras.
139,Batman: El programador de la noche (1995),Película,Aventura,1995,8.6,180,Disney+,Alemán,México,Martin Scorsese,NC-17,1843487,122.5,377.5,255.0,Scarlett Johansson,Walt Disney Studios,1995-04-08,Un viaje fantástico a través de dimensiones inexploradas del universo.
140,El Padrino del código (2016),Serie,"Crimen, Acción, Aventura",2016,8.6,52,"Apple TV+, Prime Video",Inglés,USA,Steven Spielberg,NC-17,1384120,70.1,215.5,145.4,Leonardo DiCaprio,Columbia Pictures,2016-09-18,Una comedia hilarante sobre las complejidades de la vida cotidiana.
141,Búsqueda Binaria Vol. 3,Serie,"Drama, Terror, Crimen",1976,8.1,51,"HBO Max, Apple TV+",Alemán,Francia,Steven Spielberg,G,1038800,35.3,17.5,-17.8,Meryl Streep,Columbia Pictures,1976-08-15,Una comedia hilarante sobre las complejidades de la vida cotidiana.
142,El secreto de los datos (2012),Película,Drama,2012,9.7,154,"Netflix, Disney+",Inglés,Canadá,Quentin Tarantino,PG,1625714,139.0,477.6,338.6,Matthew McConaughey,Walt Disney Studios,2012-12-06,Un misterio escalofriante que desvela secretos familiares ocultos.
143,Parque de Servidores Vol. 2,Película,"Documental, Acción",1972,5.1,85,"Netflix, Apple TV+",Español,España,Hayao Miyazaki,R,701769,67.8,274.6,206.8,Morgan Freeman,Netflix Studio,1972-04-17,Un misterio escalofriante que desvela secretos familiares ocultos.
144,Avatar: Renderizado (1989),Película,"Drama, Comedia",1989,5.5,131,Apple TV+,Inglés,Francia,Christopher Nolan,PG,563137,8.2,3.0,-5.2,Meryl Streep,Columbia Pictures,1989-10-19,Una comedia hilarante sobre las complejidades de la vida cotidiana.
145,El secreto de los datos (1978),Película,"Fantasía, Comedia, Drama",1978,5.1,199,"HBO Max, Netflix",Francés,Japón,Guillermo del Toro,G,1757772,107.6,213.3,105.7,Tom Hanks,Paramount Pictures,1978-03-09,Un viaje fantástico a través de dimensiones inexploradas del universo.
146,El Resplandor del Monitor Vol. 3,Película,Acción,2004,5.2,103,HBO Max,Español,México,Guillermo del Toro,PG-13,2121978,208.4,481.7,273.3,Joaquin Phoenix,A24,2004-11-06,Un drama conmovedor que explora los límites de la mente y la tecnología.
147,Inception: Loop Infinito (1996),Serie,"Crimen, Drama, Romance",1996,9.0,32,Disney+,Alemán,USA,James Cameron,R,387274,168.8,587.4,418.6,Meryl Streep,A24,1996-05-04,Un análisis profundo del impacto social e histórico de las grandes eras.
148,El laberinto del silicio Vol. 2,Serie,"C.Ficción, Aventura",1990,9.5,47,"Prime Video, Disney+",Inglés,España,Quentin Tarantino,NC-17,1345830,75.0,325.2,250.2,Cillian Murphy,Netflix Studio,1990-09-16,Un misterio escalofriante que desvela secretos familiares ocultos.
149,Batman: El programador de la noche (2011),Película,"Suspenso, Romance",2011,6.1,138,HBO Max,Inglés,Canadá,Steven Spielberg,G,2250168,116.4,406.6,290.2,Tom Hanks,Columbia Pictures,2011-08-02,Un viaje fantástico a través de dimensiones inexploradas del universo.
150,SQL: El Imperio Contraataca (2025),Serie,"Crimen, Suspenso",2025,8.0,64,HBO Max,Portugués,Reino Unido,Guillermo del Toro,G,450252,95.3,232.4,137.1,Christian Bale,A24,2025-10-17,Una comedia hilarante sobre las complejidades de la vida cotidiana.
151,El Heatmap del Destino Vol. 3,Serie,"C.Ficción, Romance",1992,8.4,63,Prime Video,Francés,Japón,Denis Villeneuve,PG-13,2251262,53.9,210.9,157.0,Tom Hanks,Marvel Studios,1992-09-14,Un misterio escalofriante que desvela secretos familiares ocultos.
152,Matrix Reloaded in Python (2014),Película,Romance,2014,5.0,175,Apple TV+,Portugués,USA,Hayao Miyazaki,NC-17,615892,16.1,11.1,-5.0,Morgan Freeman,Walt Disney Studios,2014-01-17,Un viaje fantástico a través de dimensiones inexploradas del universo.
153,La milla de código Vol. 2,Serie,Documental,1996,9.8,25,"Apple TV+, Prime Video",Francés,Japón,Christopher Nolan,PG,416471,88.7,195.4,106.7,Cillian Murphy,A24,1996-07-26,Un misterio escalofriante que desvela secretos familiares ocultos.
154,La vida en la nube (1997),Serie,"Romance, Terror",1997,6.4,49,Disney+,Francés,Canadá,James Cameron,PG,168348,231.0,428.9,197.9,Christian Bale,Columbia Pictures,1997-06-17,Un oscuro thriller policial que te mantendrá al filo de tu asiento.
155,Código de honor Vol. 3,Serie,"Aventura, Documental",2006,9.2,64,Apple TV+,Francés,Japón,Steven Spielberg,R,962616,220.5,895.6,675.1,Morgan Freeman,A24,2006-03-16,Un análisis profundo del impacto social e histórico de las grandes eras.
156,Titanic: Bug Hundido Vol. 2,Película,"Comedia, Terror, Romance",2019,6.3,194,"HBO Max, Disney+",Francés,USA,Quentin Tarantino,PG,2335204,139.4,95.2,-44.2,Natalie Portman,A24,2019-02-13,Un oscuro thriller policial que te mantendrá al filo de tu asiento.
157,El silencio de los compiladores Vol. 4,Película,Acción,2001,9.1,151,"HBO Max, Netflix",Inglés,España,Guillermo del Toro,PG-13,798361,76.8,103.0,26.2,Matthew McConaughey,Warner Bros.,2001-04-12,Un oscuro thriller policial que te mantendrá al filo de tu asiento.
158,El precio del servidor Vol. 1,Película,Fantasía,2022,5.8,141,"Disney+, Prime Video",Inglés,México,Quentin Tarantino,PG,209077,69.0,35.5,-33.5,Leonardo DiCaprio,Universal Pictures,2022-08-13,Un misterio escalofriante que desvela secretos familiares ocultos.
159,Juego de Servidores (1979),Película,"Terror, Romance",1979,7.6,85,"Apple TV+, HBO Max",Inglés,Francia,Martin Scorsese,G,1858441,162.4,459.7,297.3,Leonardo DiCaprio,A24,1979-03-19,Un drama conmovedor que explora los límites de la mente y la tecnología.
160,El rey algoritmo (1996),Película,"Comedia, Romance",1996,8.2,181,"Disney+, HBO Max",Alemán,Reino Unido,Martin Scorsese,G,1027728,152.4,530.5,378.1,Meryl Streep,Warner Bros.,1996-10-24,Un oscuro thriller policial que te mantendrá al filo de tu asiento.
161,Pandas salvajes Vol. 1,Serie,"Drama, Acción",2018,7.0,41,"Prime Video, HBO Max",Español,México,Martin Scorsese,PG-13,1561197,177.3,329.0,151.7,Cillian Murphy,Warner Bros.,2018-10-22,Una emocionante aventura donde el destino de la humanidad pende de un hilo.
162,El Club de la Computación (1995),Película,"Acción, Crimen, Drama",1995,6.6,185,"Apple TV+, Netflix",Francés,USA,Quentin Tarantino,PG-13,1666385,143.5,516.4,372.9,Natalie Portman,Netflix Studio,1995-03-11,Una emocionante aventura donde el destino de la humanidad pende de un hilo.
163,Avatar: Renderizado (2015),Película,"Documental, Crimen, Acción",2015,8.9,173,Prime Video,Portugués,España,Steven Spielberg,PG,1314604,86.9,231.2,144.3,Leonardo DiCaprio,Paramount Pictures,2015-04-16,Un viaje fantástico a través de dimensiones inexploradas del universo.
164,El silencio de los compiladores Vol. 3,Serie,"Acción, Drama",2020,8.3,62,Netflix,Francés,Francia,Christopher Nolan,R,90895,42.0,56.2,14.2,Tom Hanks,Universal Pictures,2020-08-10,Un misterio escalofriante que desvela secretos familiares ocultos.
165,Avatar: Renderizado Vol. 1,Película,"Drama, Terror",2016,5.3,167,Prime Video,Francés,México,Christopher Nolan,G,1565987,195.4,700.5,505.1,Matthew McConaughey,Paramount Pictures,2016-12-10,Un análisis profundo del impacto social e histórico de las grandes eras.
166,Titanic: Bug Hundido (1999),Serie,"Romance, Drama",1999,6.2,38,Disney+,Español,Japón,James Cameron,PG-13,879621,66.9,112.8,45.9,Scarlett Johansson,Walt Disney Studios,1999-05-01,Un misterio escalofriante que desvela secretos familiares ocultos.
167,Juego de Servidores (2003),Película,"Romance, Drama, Acción",2003,5.1,116,"Apple TV+, HBO Max",Inglés,Reino Unido,Steven Spielberg,PG,1263626,31.7,70.1,38.4,Brad Pitt,A24,2003-09-22,Un drama conmovedor que explora los límites de la mente y la tecnología.
168,Stranger Code Vol. 4,Película,"Crimen, Fantasía, Drama",2012,8.6,183,Netflix,Francés,Japón,Christopher Nolan,PG-13,364385,122.8,238.5,115.7,Christian Bale,Marvel Studios,2012-04-09,Un drama conmovedor que explora los límites de la mente y la tecnología.
169,Interstellar II (1997),Película,Crimen,1997,6.0,106,"HBO Max, Apple TV+",Alemán,Japón,Denis Villeneuve,R,295555,180.9,735.7,554.8,Cillian Murphy,Columbia Pictures,1997-04-05,Una comedia hilarante sobre las complejidades de la vida cotidiana.
170,FastAPI veloz (1979),Serie,"Acción, Romance",1979,4.1,32,"HBO Max, Disney+",Alemán,Japón,Guillermo del Toro,NC-17,2169447,13.1,33.2,20.1,Natalie Portman,Columbia Pictures,1979-12-11,Un oscuro thriller policial que te mantendrá al filo de tu asiento.
171,Avatar: Renderizado Vol. 1,Película,Comedia,2005,9.2,92,Disney+,Inglés,Reino Unido,James Cameron,G,1411613,226.6,262.5,35.9,Joaquin Phoenix,Marvel Studios,2005-01-12,Un misterio escalofriante que desvela secretos familiares ocultos.
172,Código de honor Vol. 3,Película,"Aventura, Acción, Terror",2005,7.1,183,HBO Max,Español,México,Hayao Miyazaki,R,302938,116.4,91.1,-25.3,Tom Hanks,Walt Disney Studios,2005-07-03,Un análisis profundo del impacto social e histórico de las grandes eras.
